Date,BBAS3.SA,BBSE3.SA,EGIE3.SA,GGBR4.SA,MGLU3.SA,PETR4.SA,RENT3.SA,SANB11.SA,VALE3.SA,WEGE3.SA
2019-01-03,0.004106794866010352,0.010886622278196418,0.032279522707602544,-0.006600896898530412,-0.01075733640855753,0.02422598166555208,-0.016659128131286827,0.03247946606374956,-0.04176834572862415,0.02254684558698046
2019-01-04,0.0,-0.009827879894103816,0.0073466136503080055,0.026145515837814087,-0.030907365315095917,0.00283572834679374,-0.01026329602112147,-0.001058863593022938,0.0630706760261747,0.011354866742318665
2019-01-07,-0.0065791442975195085,-0.014925694310660105,-0.0062127911306216095,0.002577128743629669,0.015407452406097154,0.015653902816006666,-0.018811439311922085,0.016598741549276583,-0.005379473133258742,-0.01571446303197435
2019-01-08,-0.011409436077811495,-0.014788348145589787,0.011267578479198065,0.0012862869766573511,-0.00809117403513209,-0.005992066226199386,0.0006781167737411198,-0.006247728254048701,0.009585953955458902,-0.008225784096090363
2019-01-09,-0.0027157167589183418,-0.03212382610284365,0.026262897975077932,0.027885009184115565,-0.0033444968606169733,0.020619412624994057,0.023112786330706958,0.013710706700492799,0.024129133422189312,0.010952631816745835
2019-01-10,0.014537871682941995,0.027753904724321297,-0.011801962498269017,-0.025958913978510086,0.0096678573862194,-0.008671717043003775,-0.004979463792526061,0.01037168383490668,-0.011049674167468309,0.0075964536809918345
2019-01-11,0.00411502781011146,0.012692635374502445,0.016429544516636654,-0.0240190287846215,-0.01813402416677289,-0.010746234201990732,-0.01915048507720338,-0.0021080791438985,-0.013652054760978192,0.010217929244146164
2019-01-14,0.02293821358186211,0.008968893342627482,0.01322018298589192,-0.001315101080554685,0.00785194938096319,-0.005618200403172776,-0.0037383737003068057,0.020468906449278172,0.0041913656976738205,0.011173401178735207
2019-01-15,-0.011707732510084968,0.0046319946377162005,-0.004028224992994694,-0.019934550381075312,-0.011405626943310192,-0.0008052913261947289,-0.0185570037527831,-0.028732511140286455,-0.004764289257395649,-0.01977059391690666
2019-01-16,-0.009589481085905696,0.009552558190384412,-0.0043153422450961055,0.002011451418424984,-0.011194258722784435,-0.0004025094834593529,0.007257516919499233,-0.006403432032631027,0.00571418520775303,0.02082829686691471
2019-01-17,0.003683646973884513,0.021940646207207336,0.015021875262649073,0.008005403661041988,-0.0029757476236377456,0.013605830814256096,0.060786600119695645,0.012554968567594587,0.029568128923704074,-0.0063631738459046855
2019-01-18,-0.008409383598647617,0.020795014459035466,0.024458815482801443,0.028816768101535,-0.0016060823159313644,0.009493348201325384,0.010316056627385065,0.02382021204484608,0.009725538970402917,-0.005332886444599576
2019-01-21,-0.005369624355775521,-0.018386795066050413,0.0046655223916771136,0.0006455461393570012,-0.04221028925907708,0.005105457420524787,0.03529043254207844,-0.0016530365852817554,0.009451362856007558,0.006396651452209659
2019-01-22,-0.0018656817802349742,0.0017168416041817229,0.006958080796122476,-0.0019375297037790742,-0.030088890071408088,-0.01579214400357705,-0.01560086264954009,-0.0020704302380715224,-0.003624502452087282,-0.013911663391968233
2019-01-23,0.020534561916376856,0.017007239645502967,0.052768750513172154,0.011568137113385698,0.04553780621392452,0.011867135864720683,0.008766253353514688,0.03161942425481279,0.01029526896870376,0.01125122534542472
2019-01-24,-0.005094271514006804,0.01140172954632818,0.022878920788874157,0.021492625077946907,-0.012578821476540672,0.004316641894217866,0.004354747418172098,-0.004629528679406073,0.008944805021432389,0.0026604380465436095
2019-01-28,-0.0129539245182734,0.0023316090230492536,0.037387460578208624,-0.022131685132867465,-0.0005972345437843205,-0.03061277245455017,-0.006539219167859389,0.002619332683810068,-0.2818221452341108,0.015814820139380285
2019-01-29,0.03277670914378413,-0.00033287914562375905,-0.02320303914541695,0.0,0.06207841391586709,0.02393415511952,-0.0034422552919568675,-0.014184882747644385,0.008930748036087933,0.004696125836975792
2019-01-30,0.012934153647771474,0.02009649264160143,-0.003291542551760831,0.03208862087419179,-0.01100932775079531,0.009806072987748958,0.039944084638897294,-0.02270450996222069,0.08646519830928866,0.01087247463428504
2019-01-31,0.024991477228905917,0.012961586282840502,-0.014470661038743806,-0.03144956081927137,0.016441068010547396,-0.0015627682190589359,0.003007269879036628,0.0035426673800405544,-0.023888193957364575,-0.030321224054172976
2019-02-01,0.004809712824322424,0.010887131060624644,0.019169648280323685,0.009539095545326665,-0.0015089698781294498,0.008563698631297124,-0.015128875000238786,0.014046820632371447,0.016349123425692447,0.04107675827588375
2019-02-04,0.018819393971282006,0.006981968949878019,0.027056862938199023,0.011953529532620423,-0.009722786922507373,0.008875140722648223,0.001523268747245912,0.03209485461203527,-0.03453562867700322,0.003559309573399894
2019-02-05,0.02877238226905812,-0.003802403321749547,-0.0006848055268864017,-0.004387208796275225,-0.008906137413798261,0.0019191923987240222,-0.019984997958928816,-0.010584022521887948,-0.0035873663753077834,0.01761081418790697
2019-02-06,-0.06286843531521967,-0.04479781678007258,-0.04673735229785477,-0.03776429891173504,-0.03360678467388288,-0.02288252911480716,-0.026433422937213312,-0.04265581265550085,-0.0473760162606689,-0.0360537636530619
2019-02-07,0.006602940878157698,0.0033145586555544796,0.014252049620557454,-0.006544736510165292,-0.017236676506787525,-0.015816803558912497,0.01267428202361066,0.001883691598564286,-0.020702866720133783,-0.008829017112032536
2019-02-08,0.0013543458675115065,0.0006614217914503926,0.02354152725747442,0.007848087450516005,0.019003007429972248,0.0015928357284521078,0.046749092928655166,0.02437631091659803,0.037054739604070276,-0.00890744635691087
2019-02-11,-0.030022804632563436,-0.02308178562207035,-0.0009221344421328683,0.006493739630744021,-0.027855178810968217,-0.011607093714210181,-0.017275607103057613,-0.013974651177242513,-0.02676870794515095,-0.0058061984311598425
2019-02-12,0.05973343031914353,-0.02155025993618879,0.008037813979487845,0.003231184649361649,-0.003210809787270483,0.0348137590686963,0.01697498160687242,0.012136588118976182,0.0528389665061269,-0.0010594928288523793
2019-02-13,-0.022967490947400228,-0.018496639606039745,-0.016140286456363707,0.008352078640840326,-0.02146652328298675,0.01274871688089722,0.005694790817411068,-0.015453170882482799,0.026507836673999075,-0.011191264512160695
2019-02-14,0.04981329600212004,0.00946548833694351,0.013162382555299829,0.006377659000645044,0.05658300977341654,0.03396566926308872,0.027415070752944817,0.02643309846418764,0.0037301549896900563,0.009600300856987456
2019-02-15,0.0012783838020764045,-0.010640611092377824,-0.009450200299990656,-0.016020886901561587,-0.040165558506602986,-0.004089835874235034,-0.006125201900280919,-0.0050683560421495065,0.004806749106835623,0.003179509331818436
2019-02-18,-0.009901373903098531,-0.0010844428098130412,-0.012584745823788273,0.0045115088431228086,0.02748963887660312,-0.002985186852330042,0.0032131329153881516,-0.01660033698640085,-0.013826635173134101,0.0094788593005415
2019-02-19,0.004229089046019746,0.012578769335181353,0.042696302076446487,-0.0006432308394171219,0.006623349289965521,0.022904142591518257,-0.0035055858681939107,0.030727740396687537,0.005289731076608481,0.016116665818608926
2019-02-20,-0.02866366929610304,-0.022026587414497582,-0.05781927970305896,0.016592574211303876,-0.04311846996742207,-0.01249524212022387,-0.017715385830404565,-0.020448316842482387,0.006791679043991099,-0.03143275413911147
2019-02-21,0.004521479621118657,-0.009169215150412842,-0.0009529855766266943,-0.04531521879274737,-0.008652602050604903,0.013225757569902123,0.012727665422883762,-0.008627979015442475,-0.009212513381971531,0.004778515432172742
2019-02-22,0.009118513669958942,0.009534328050795774,-0.0026247965810864155,0.005284125238195451,0.09919621292550043,-0.009902858448937278,0.019514215078477514,-0.004548961545223188,0.03486347386543199,0.008963808855985286
2019-02-25,-0.01652304332704819,0.007997188161365482,0.0061932770672289165,0.005911318411770166,-0.023891919126104146,-0.01597645159266833,0.0048915051782249235,-0.011883610821969749,0.0027624379265354204,-0.02709908046981696
2019-02-26,0.005347424205228923,-0.0054456419072516065,-0.015073878203921321,0.013658922927772342,0.0272589043000053,-0.004504577420211121,0.007434757542694514,-0.0020995541824734847,0.0016965622474654203,-0.007067306128714907
2019-02-27,-0.011494274216459224,0.011221804460522858,0.01483615831077189,-0.0032353058486353408,-0.014104640724013514,0.01863618269203228,-0.01405824532557562,-0.013968607542205743,-0.007870023270342877,0.013546494680510739
2019-02-28,-0.02536709775942701,-0.017429658111411422,-0.022580629041855926,-0.018973691917944863,-0.014536933098239222,-0.0007387533200736103,-0.001734924384830532,-0.03778945509541726,0.005748885846680907,-0.0086483178067107
2019-03-01,0.0139338663823576,-0.016248515211653405,-0.019627585476291974,-0.007291824721690071,0.010095383439782344,-0.01339285195174746,-0.027881746625557924,-0.01359345395839738,-0.007672653201527341,-0.004352761142133141
2019-03-06,-0.013341084867292605,-0.009351096345815272,-0.01397234207853829,0.0,-0.02081786716521355,0.0022446520004091686,0.004454205670633236,-0.019712789696426227,0.027642014837694538,0.013001078948843812
2019-03-07,-0.003958357780767248,-0.004519841445130073,-0.007819458833195765,-0.012145797232971768,0.03177237306066802,0.00037353553016092203,-0.018843130515802855,0.011376509052195722,0.016716602381963618,-0.003234124955906622
2019-03-08,0.03449627581904339,0.004143994045022022,0.01707287384446496,-0.0013585452793534174,0.02050534454613802,-0.0037424562390567045,0.021801853299295546,0.004514387733934266,-0.00020455563588468059,0.015005057216208885
2019-03-11,0.03019115449309761,0.041242874200944954,0.0012440698178773834,0.012833408188736265,0.009631333017694822,0.039696290695720685,0.03882284994422391,0.030389734566037167,0.020865982722784008,0.009529222254693808
2019-03-12,-0.005681118952591588,0.0028817820866432918,0.02261633899955749,-0.015556487924981773,-0.02058607970476292,-0.009049586019582286,-0.005985474187604911,0.0034892856916876793,0.0018024219959715518,0.0015795026386139616
2019-03-13,0.015256371176128809,0.010733647126645693,0.03040331754079199,0.020911154315328008,-0.008817106992481779,0.021583401717177136,-0.018174364144709777,0.02473009956343595,0.014503096840758319,0.008902765960360395
2019-03-14,-0.007599091262542433,-0.020856479843939433,0.01195396147778567,-0.01479500964088206,-0.004409484255983334,0.0031977516504181386,0.008984268516382291,-0.006392632662737122,0.00019738034975043067,-0.004703417523007723
2019-03-15,0.008521820074154788,0.02085647984393949,0.006502545631540879,0.02343586303728805,0.003901768746992832,0.002126231136548638,-0.007529685484242997,-0.006218457395642123,-0.0031603430867746633,0.008865943400568031
